"","x"
"560","c(-0.669737176864604, 0.998972717420162)"
"561","c(-0.669737176864604, 0.998972717420162)"
"562","c(-0.669737176864604, 0.998972717420162)"
"563","c(-0.669737176864604, 0.998972717420162)"
"564","c(-0.669737176864604, 0.998972717420162)"
"565","c(-0.669737176864604, 0.998972717420162)"
"566","c(-0.669737176864604, 0.998972717420162)"
"567","c(-0.669737176864604, 0.998972717420162)"
"568","c(-0.669737176864604, 0.998972717420162)"
"569","c(-0.669737176864604, 0.998972717420162)"
"570","c(-0.669737176864604, 0.998972717420162)"
"571","c(-0.669737176864604, 0.998972717420162)"
"572","c(-0.669737176864604, 0.998972717420162)"
"573","c(-0.669737176864604, 0.998972717420162)"
"574","c(-0.669737176864604, 0.998972717420162)"
"575","c(-0.669737176864604, 0.998972717420162)"
"576","c(-0.669737176864604, 0.998972717420162)"
"577","c(-0.641808879905413, 0.993916925031799)"
"578","c(-0.641808879905413, 0.993916925031799)"
"579","c(-0.641808879905413, 0.993916925031799)"
"580","c(-0.641808879905413, 0.993916925031799)"
"581","c(-0.641808879905413, 0.993916925031799)"
"582","c(-0.641808879905413, 0.993916925031799)"
"583","c(-0.641808879905413, 0.993916925031799)"
"584","c(-0.641808879905413, 0.993916925031799)"
"585","c(-0.641808879905413, 0.993916925031799)"
"586","c(-0.641808879905413, 0.993916925031799)"
"587","c(-0.641808879905413, 0.993916925031799)"
"588","c(-0.641808879905413, 0.993916925031799)"
"589","c(-0.641808879905413, 0.993916925031799)"
"590","c(-0.641808879905413, 0.993916925031799)"
"591","c(-0.641808879905413, 0.993916925031799)"
"592","c(-0.641808879905413, 0.993916925031799)"
"593","c(-0.641808879905413, 0.993916925031799)"
"594","c(-0.641808879905413, 0.993916925031799)"
"595","c(-0.641808879905413, 0.993916925031799)"
"596","c(-0.641808879905413, 0.993916925031799)"
"597","c(-0.641808879905413, 0.993916925031799)"
"598","c(-0.641808879905413, 0.993916925031799)"
"599","c(-0.641808879905413, 0.993916925031799)"
"600","c(-0.641808879905413, 0.993916925031799)"
"601","c(-0.641808879905413, 0.993916925031799)"
"602","c(-0.641808879905413, 0.993916925031799)"
"603","c(-0.641808879905413, 0.993916925031799)"
"604","c(-0.641808879905413, 0.993916925031799)"
"605","c(-0.641808879905413, 0.993916925031799)"
"606","c(-0.641808879905413, 0.993916925031799)"
"607","c(-0.641808879905413, 0.993916925031799)"
"608","c(-0.641808879905413, 0.993916925031799)"
"609","c(-0.641808879905413, 0.993916925031799)"
"610","c(-0.641808879905413, 0.993916925031799)"
"611","c(-0.641808879905413, 0.993916925031799)"
"612","c(-0.641808879905413, 0.993916925031799)"
"613","c(-0.801623468421448, 0.996073836322985)"
"614","c(-0.801623468421448, 0.996073836322985)"
"615","c(-0.801623468421448, 0.996073836322985)"
"616","c(-0.801623468421448, 0.996073836322985)"
"617","c(-0.801623468421448, 0.996073836322985)"
"618","c(-0.801623468421448, 0.996073836322985)"
"619","c(-0.801623468421448, 0.996073836322985)"
"620","c(-0.801623468421448, 0.996073836322985)"
"621","c(-0.801623468421448, 0.996073836322985)"
"622","c(-0.801623468421448, 0.996073836322985)"
"623","c(-0.801623468421448, 0.996073836322985)"
"624","c(-0.801623468421448, 0.996073836322985)"
"625","c(-0.801623468421448, 0.996073836322985)"
"626","c(-0.801623468421448, 0.996073836322985)"
"627","c(-0.801623468421448, 0.996073836322985)"
"628","c(-0.801623468421448, 0.996073836322985)"
"629","c(-0.801623468421448, 0.996073836322985)"
"630","c(-0.801623468421448, 0.996073836322985)"
"631","c(-0.801623468421448, 0.996073836322985)"
"632","c(-0.801623468421448, 0.996073836322985)"
"633","c(-0.801623468421448, 0.996073836322985)"
"634","c(-0.801623468421448, 0.996073836322985)"
"635","c(-0.801623468421448, 0.996073836322985)"
"636","c(-0.801623468421448, 0.996073836322985)"
"637","c(-0.801623468421448, 0.996073836322985)"
"638","c(-0.801623468421448, 0.996073836322985)"
"639","c(-0.801623468421448, 0.996073836322985)"
"640","c(-0.801623468421448, 0.996073836322985)"
"641","c(-0.801623468421448, 0.996073836322985)"
"642","c(-0.801623468421448, 0.996073836322985)"
"643","c(-0.801623468421448, 0.996073836322985)"
"644","c(-0.801623468421448, 0.996073836322985)"
"645","c(-0.801623468421448, 0.996073836322985)"
"646","c(-0.801623468421448, 0.996073836322985)"
"647","c(-0.801623468421448, 0.996073836322985)"
"648","c(-0.801623468421448, 0.996073836322985)"
"649","c(-0.669737176864604, 0.998972717420162)"
"650","c(-0.669737176864604, 0.998972717420162)"
"651","c(-0.669737176864604, 0.998972717420162)"
"652","c(-0.669737176864604, 0.998972717420162)"
"653","c(-0.669737176864604, 0.998972717420162)"
"654","c(-0.669737176864604, 0.998972717420162)"
"655","c(-0.669737176864604, 0.998972717420162)"
"656","c(-0.669737176864604, 0.998972717420162)"
"657","c(-0.669737176864604, 0.998972717420162)"
"658","c(-0.669737176864604, 0.998972717420162)"
"659","c(-0.669737176864604, 0.998972717420162)"
"660","c(-0.669737176864604, 0.998972717420162)"
"661","c(-0.669737176864604, 0.998972717420162)"
"662","c(-0.669737176864604, 0.998972717420162)"
"663","c(-0.669737176864604, 0.998972717420162)"
"664","c(-0.669737176864604, 0.998972717420162)"
"665","c(-0.669737176864604, 0.998972717420162)"
"666","c(-0.669737176864604, 0.998972717420162)"
"667","c(-0.669737176864604, 0.998972717420162)"
"668","c(-0.669737176864604, 0.998972717420162)"
"669","c(-0.669737176864604, 0.998972717420162)"
"670","c(-0.669737176864604, 0.998972717420162)"
"671","c(-0.669737176864604, 0.998972717420162)"
"672","c(-0.669737176864604, 0.998972717420162)"
"673","c(-0.669737176864604, 0.998972717420162)"
"674","c(-0.669737176864604, 0.998972717420162)"
"675","c(-0.669737176864604, 0.998972717420162)"
"676","c(-0.669737176864604, 0.998972717420162)"
"677","c(-0.669737176864604, 0.998972717420162)"
"678","c(-0.669737176864604, 0.998972717420162)"
"679","c(-0.669737176864604, 0.998972717420162)"
"680","c(-0.669737176864604, 0.998972717420162)"
"681","c(-0.669737176864604, 0.998972717420162)"
"682","c(-0.669737176864604, 0.998972717420162)"
"683","c(-0.669737176864604, 0.998972717420162)"
"684","c(-0.669737176864604, 0.998972717420162)"
"685","c(-0.641808879905413, 0.993916925031799)"
"686","c(-0.641808879905413, 0.993916925031799)"
"687","c(-0.641808879905413, 0.993916925031799)"
"688","c(-0.641808879905413, 0.993916925031799)"
"689","c(-0.641808879905413, 0.993916925031799)"
"690","c(-0.641808879905413, 0.993916925031799)"
"691","c(-0.641808879905413, 0.993916925031799)"
"692","c(-0.641808879905413, 0.993916925031799)"
"693","c(-0.641808879905413, 0.993916925031799)"
"694","c(-0.641808879905413, 0.993916925031799)"
"695","c(-0.641808879905413, 0.993916925031799)"
"696","c(-0.641808879905413, 0.993916925031799)"
"697","c(-0.641808879905413, 0.993916925031799)"
"698","c(-0.641808879905413, 0.993916925031799)"
"699","c(-0.641808879905413, 0.993916925031799)"
"700","c(-0.641808879905413, 0.993916925031799)"
"701","c(-0.641808879905413, 0.993916925031799)"
"702","c(-0.641808879905413, 0.993916925031799)"
"703","c(-0.641808879905413, 0.993916925031799)"
"704","c(-0.641808879905413, 0.993916925031799)"
"705","c(-0.641808879905413, 0.993916925031799)"
"706","c(-0.641808879905413, 0.993916925031799)"
"707","c(-0.641808879905413, 0.993916925031799)"
"708","c(-0.641808879905413, 0.993916925031799)"
"709","c(-0.641808879905413, 0.993916925031799)"
"710","c(-0.641808879905413, 0.993916925031799)"
"711","c(-0.641808879905413, 0.993916925031799)"
"712","c(-0.641808879905413, 0.993916925031799)"
"713","c(-0.641808879905413, 0.993916925031799)"
"714","c(-0.641808879905413, 0.993916925031799)"
"715","c(-0.641808879905413, 0.993916925031799)"
"716","c(-0.641808879905413, 0.993916925031799)"
"717","c(-0.641808879905413, 0.993916925031799)"
"718","c(-0.641808879905413, 0.993916925031799)"
"719","c(-0.641808879905413, 0.993916925031799)"
"720","c(-0.641808879905413, 0.993916925031799)"
"721","c(-0.18701708701875, 0.999823976071723)"
"722","c(-0.18701708701875, 0.999823976071723)"
"723","c(-0.18701708701875, 0.999823976071723)"
"724","c(-0.18701708701875, 0.999823976071723)"
"725","c(-0.18701708701875, 0.999823976071723)"
"726","c(-0.18701708701875, 0.999823976071723)"
"727","c(-0.18701708701875, 0.999823976071723)"
"728","c(-0.18701708701875, 0.999823976071723)"
"729","c(-0.18701708701875, 0.999823976071723)"
"730","c(-0.18701708701875, 0.999823976071723)"
"731","c(-0.18701708701875, 0.999823976071723)"
"732","c(-0.18701708701875, 0.999823976071723)"
"733","c(-0.18701708701875, 0.999823976071723)"
"734","c(-0.18701708701875, 0.999823976071723)"
"735","c(-0.18701708701875, 0.999823976071723)"
"736","c(-0.18701708701875, 0.999823976071723)"
"737","c(-0.18701708701875, 0.999823976071723)"
"738","c(-0.18701708701875, 0.999823976071723)"
"739","c(-0.18701708701875, 0.999823976071723)"
"740","c(-0.18701708701875, 0.999823976071723)"
"741","c(-0.18701708701875, 0.999823976071723)"
"742","c(-0.18701708701875, 0.999823976071723)"
"743","c(-0.18701708701875, 0.999823976071723)"
"744","c(-0.18701708701875, 0.999823976071723)"
"745","c(-0.18701708701875, 0.999823976071723)"
"746","c(-0.18701708701875, 0.999823976071723)"
"747","c(-0.18701708701875, 0.999823976071723)"
"748","c(-0.18701708701875, 0.999823976071723)"
"749","c(-0.18701708701875, 0.999823976071723)"
"750","c(-0.18701708701875, 0.999823976071723)"
"751","c(-0.18701708701875, 0.999823976071723)"
"752","c(-0.18701708701875, 0.999823976071723)"
"753","c(-0.18701708701875, 0.999823976071723)"
"754","c(-0.18701708701875, 0.999823976071723)"
"755","c(-0.18701708701875, 0.999823976071723)"
"756","c(-0.18701708701875, 0.999823976071723)"
"757","c(-0.177157584146626, 0.999815824750492)"
"758","c(-0.177157584146626, 0.999815824750492)"
"759","c(-0.177157584146626, 0.999815824750492)"
"760","c(-0.177157584146626, 0.999815824750492)"
"761","c(-0.177157584146626, 0.999815824750492)"
"762","c(-0.177157584146626, 0.999815824750492)"
"763","c(-0.177157584146626, 0.999815824750492)"
"764","c(-0.177157584146626, 0.999815824750492)"
"765","c(-0.177157584146626, 0.999815824750492)"
"766","c(-0.177157584146626, 0.999815824750492)"
"767","c(-0.177157584146626, 0.999815824750492)"
"768","c(-0.177157584146626, 0.999815824750492)"
"769","c(-0.177157584146626, 0.999815824750492)"
"770","c(-0.177157584146626, 0.999815824750492)"
"771","c(-0.177157584146626, 0.999815824750492)"
"772","c(-0.177157584146626, 0.999815824750492)"
"773","c(-0.177157584146626, 0.999815824750492)"
"774","c(-0.177157584146626, 0.999815824750492)"
"775","c(-0.177157584146626, 0.999815824750492)"
"776","c(-0.177157584146626, 0.999815824750492)"
"777","c(-0.177157584146626, 0.999815824750492)"
"778","c(-0.177157584146626, 0.999815824750492)"
"779","c(-0.177157584146626, 0.999815824750492)"
"780","c(-0.177157584146626, 0.999815824750492)"
"781","c(-0.177157584146626, 0.999815824750492)"
"782","c(-0.177157584146626, 0.999815824750492)"
"783","c(-0.177157584146626, 0.999815824750492)"
"784","c(-0.177157584146626, 0.999815824750492)"
"785","c(-0.177157584146626, 0.999815824750492)"
"786","c(-0.177157584146626, 0.999815824750492)"
"787","c(-0.177157584146626, 0.999815824750492)"
"788","c(-0.177157584146626, 0.999815824750492)"
"789","c(-0.177157584146626, 0.999815824750492)"
"790","c(-0.177157584146626, 0.999815824750492)"
"791","c(-0.177157584146626, 0.999815824750492)"
"792","c(-0.177157584146626, 0.999815824750492)"
"793","c(-0.786047834612202, 0.999797740659771)"
"794","c(-0.786047834612202, 0.999797740659771)"
"795","c(-0.786047834612202, 0.999797740659771)"
"796","c(-0.786047834612202, 0.999797740659771)"
"797","c(-0.786047834612202, 0.999797740659771)"
"798","c(-0.786047834612202, 0.999797740659771)"
"799","c(-0.786047834612202, 0.999797740659771)"
"800","c(-0.786047834612202, 0.999797740659771)"
"801","c(-0.786047834612202, 0.999797740659771)"
"802","c(-0.786047834612202, 0.999797740659771)"
"803","c(-0.786047834612202, 0.999797740659771)"
"804","c(-0.786047834612202, 0.999797740659771)"
"805","c(-0.786047834612202, 0.999797740659771)"
"806","c(-0.786047834612202, 0.999797740659771)"
"807","c(-0.786047834612202, 0.999797740659771)"
"808","c(-0.786047834612202, 0.999797740659771)"
"809","c(-0.786047834612202, 0.999797740659771)"
"810","c(-0.786047834612202, 0.999797740659771)"
"811","c(-0.786047834612202, 0.999797740659771)"
"812","c(-0.786047834612202, 0.999797740659771)"
"813","c(-0.786047834612202, 0.999797740659771)"
"814","c(-0.786047834612202, 0.999797740659771)"
"815","c(-0.786047834612202, 0.999797740659771)"
"816","c(-0.786047834612202, 0.999797740659771)"
"817","c(-0.786047834612202, 0.999797740659771)"
"818","c(-0.786047834612202, 0.999797740659771)"
"819","c(-0.786047834612202, 0.999797740659771)"
"820","c(-0.786047834612202, 0.999797740659771)"
"821","c(-0.786047834612202, 0.999797740659771)"
"822","c(-0.786047834612202, 0.999797740659771)"
"823","c(-0.786047834612202, 0.999797740659771)"
"824","c(-0.786047834612202, 0.999797740659771)"
"825","c(-0.786047834612202, 0.999797740659771)"
"826","c(-0.786047834612202, 0.999797740659771)"
"827","c(-0.786047834612202, 0.999797740659771)"
"828","c(-0.786047834612202, 0.999797740659771)"
"829","c(-0.18701708701875, 0.999823976071723)"
"830","c(-0.18701708701875, 0.999823976071723)"
"831","c(-0.18701708701875, 0.999823976071723)"
"832","c(-0.18701708701875, 0.999823976071723)"
"833","c(-0.18701708701875, 0.999823976071723)"
"834","c(-0.18701708701875, 0.999823976071723)"
"835","c(-0.18701708701875, 0.999823976071723)"
"836","c(-0.18701708701875, 0.999823976071723)"
"837","c(-0.18701708701875, 0.999823976071723)"
"838","c(-0.18701708701875, 0.999823976071723)"
"839","c(-0.18701708701875, 0.999823976071723)"
"840","c(-0.18701708701875, 0.999823976071723)"
"841","c(-0.18701708701875, 0.999823976071723)"
"842","c(-0.18701708701875, 0.999823976071723)"
"843","c(-0.18701708701875, 0.999823976071723)"
"844","c(-0.18701708701875, 0.999823976071723)"
"845","c(-0.18701708701875, 0.999823976071723)"
"846","c(-0.18701708701875, 0.999823976071723)"
"847","c(-0.18701708701875, 0.999823976071723)"
"848","c(-0.18701708701875, 0.999823976071723)"
"849","c(-0.18701708701875, 0.999823976071723)"
"850","c(-0.18701708701875, 0.999823976071723)"
"851","c(-0.18701708701875, 0.999823976071723)"
"852","c(-0.18701708701875, 0.999823976071723)"
"853","c(-0.18701708701875, 0.999823976071723)"
"854","c(-0.18701708701875, 0.999823976071723)"
"855","c(-0.18701708701875, 0.999823976071723)"
"856","c(-0.18701708701875, 0.999823976071723)"
"857","c(-0.18701708701875, 0.999823976071723)"
"858","c(-0.18701708701875, 0.999823976071723)"
"859","c(-0.18701708701875, 0.999823976071723)"
"860","c(-0.18701708701875, 0.999823976071723)"
"861","c(-0.18701708701875, 0.999823976071723)"
"862","c(-0.18701708701875, 0.999823976071723)"
"863","c(-0.18701708701875, 0.999823976071723)"
"864","c(-0.18701708701875, 0.999823976071723)"
"865","c(-0.177157584146626, 0.999815824750492)"
"866","c(-0.177157584146626, 0.999815824750492)"
"867","c(-0.177157584146626, 0.999815824750492)"
"868","c(-0.177157584146626, 0.999815824750492)"
"869","c(-0.177157584146626, 0.999815824750492)"
"870","c(-0.177157584146626, 0.999815824750492)"
"871","c(-0.177157584146626, 0.999815824750492)"
"872","c(-0.177157584146626, 0.999815824750492)"
"873","c(-0.177157584146626, 0.999815824750492)"
"874","c(-0.177157584146626, 0.999815824750492)"
"875","c(-0.177157584146626, 0.999815824750492)"
"876","c(-0.177157584146626, 0.999815824750492)"
"877","c(-0.177157584146626, 0.999815824750492)"
"878","c(-0.177157584146626, 0.999815824750492)"
"879","c(-0.177157584146626, 0.999815824750492)"
"880","c(-0.177157584146626, 0.999815824750492)"
"881","c(-0.177157584146626, 0.999815824750492)"
"882","c(-0.177157584146626, 0.999815824750492)"
"883","c(-0.177157584146626, 0.999815824750492)"
"884","c(-0.177157584146626, 0.999815824750492)"
"885","c(-0.177157584146626, 0.999815824750492)"
"886","c(-0.177157584146626, 0.999815824750492)"
"887","c(-0.177157584146626, 0.999815824750492)"
"888","c(-0.177157584146626, 0.999815824750492)"
"889","c(-0.177157584146626, 0.999815824750492)"
"890","c(-0.177157584146626, 0.999815824750492)"
"891","c(-0.177157584146626, 0.999815824750492)"
"892","c(-0.177157584146626, 0.999815824750492)"
"893","c(-0.177157584146626, 0.999815824750492)"
"894","c(-0.177157584146626, 0.999815824750492)"
"895","c(-0.177157584146626, 0.999815824750492)"
"896","c(-0.177157584146626, 0.999815824750492)"
"897","c(-0.177157584146626, 0.999815824750492)"
"898","c(-0.177157584146626, 0.999815824750492)"
"899","c(-0.177157584146626, 0.999815824750492)"
"900","c(-0.177157584146626, 0.999815824750492)"
"901","c(-0.786047834612202, 0.999797740659771)"
"902","c(-0.786047834612202, 0.999797740659771)"
"903","c(-0.786047834612202, 0.999797740659771)"
"904","c(-0.786047834612202, 0.999797740659771)"
"905","c(-0.786047834612202, 0.999797740659771)"
"906","c(-0.786047834612202, 0.999797740659771)"
"907","c(-0.786047834612202, 0.999797740659771)"
"908","c(-0.786047834612202, 0.999797740659771)"
"909","c(-0.786047834612202, 0.999797740659771)"
"910","c(-0.786047834612202, 0.999797740659771)"
"911","c(-0.786047834612202, 0.999797740659771)"
"912","c(-0.786047834612202, 0.999797740659771)"
"913","c(-0.786047834612202, 0.999797740659771)"
"914","c(-0.786047834612202, 0.999797740659771)"
"915","c(-0.786047834612202, 0.999797740659771)"
"916","c(-0.786047834612202, 0.999797740659771)"
"917","c(-0.786047834612202, 0.999797740659771)"
"918","c(-0.786047834612202, 0.999797740659771)"
"919","c(-0.786047834612202, 0.999797740659771)"
"920","c(-0.786047834612202, 0.999797740659771)"
"921","c(-0.786047834612202, 0.999797740659771)"
"922","c(-0.786047834612202, 0.999797740659771)"
